"Medicare Risk Adjustment Model CPT/HCPCS Filtering Included List, Calendar Year (CY) 2015",,
CPT only copyright 2015 American Medical Association.  All rights reserved.,,
HCPCS/CPT Code,2015 Short Description,In CY2015 Included List?
69740,Repair facial nerve,yes
69745,Repair facial nerve,yes
69799,Middle ear surgery procedure,yes
69801,Incise inner ear,yes
69805,Explore inner ear,yes
69806,Explore inner ear,yes
69820,Establish inner ear window,yes
69840,Revise inner ear window,yes
69905,Remove inner ear,yes
69910,Remove inner ear & mastoid,yes
69915,Incise inner ear nerve,yes
69930,Implant cochlear device,yes
69949,Inner ear surgery procedure,yes
69950,Incise inner ear nerve,yes
69955,Release facial nerve,yes
69960,Release inner ear canal,yes
69970,Remove inner ear lesion,yes
69979,Temporal bone surgery,yes
77261,Radiation therapy planning,yes
77262,Radiation therapy planning,yes
77263,Radiation therapy planning,yes
77280,Set radiation therapy field,yes
77285,Set radiation therapy field,yes
77290,Set radiation therapy field,yes
77295,3-d radiotherapy plan,yes
77299,Radiation therapy planning,yes
77300,Radiation therapy dose plan,yes
77301,Radiotherapy dose plan imrt,yes
77306,Telethx isodose plan simple,yes
77307,Telethx isodose plan cplx,yes
77316,Brachytx isodose plan simple,yes
77317,Brachytx isodose intermed,yes
77318,Brachytx isodose complex,yes
77321,Special teletx port plan,yes
77331,Special radiation dosimetry,yes
77371,Srs multisource,yes
77372,Srs linear based,yes
77373,Sbrt delivery,yes
77385,Ntsty modul rad tx dlvr smpl,yes
77386,Ntsty modul rad tx dlvr cplx,yes
77399,External radiation dosimetry,yes
77401,Radiation treatment delivery,yes
77402,Radiation treatment delivery,yes
77407,Radiation treatment delivery,yes
77412,Radiation treatment delivery,yes
77417,Radiology port film(s),yes
77422,Neutron beam tx simple,yes
77423,Neutron beam tx complex,yes
77424,Io rad tx delivery by x-ray,yes
77425,Io rad tx deliver by elctrns,yes
77427,Radiation tx management x5,yes
77431,Radiation therapy management,yes
77432,Stereotactic radiation trmt,yes
77435,Sbrt management,yes
77469,Io radiation tx management,yes
77470,Special radiation treatment,yes
77499,Radiation therapy management,yes
77520,Proton trmt simple w/o comp,yes
77522,Proton trmt simple w/comp,yes
77523,Proton trmt intermediate,yes
77525,Proton treatment complex,yes
77600,Hyperthermia treatment,yes
77605,Hyperthermia treatment,yes
77610,Hyperthermia treatment,yes
77615,Hyperthermia treatment,yes
77620,Hyperthermia treatment,yes
77750,Infuse radioactive materials,yes
77761,Apply intrcav radiat simple,yes
77762,Apply intrcav radiat interm,yes
77763,Apply intrcav radiat compl,yes
77776,Apply interstit radiat simpl,yes
77777,Apply interstit radiat inter,yes
77778,Apply interstit radiat compl,yes
77785,Hdr brachytx 1 channel,yes
77786,Hdr brachytx 2-12 channel,yes
77787,Hdr brachytx over 12 chan,yes
77789,Apply surface radiation,yes
77790,Radiation handling,yes
77799,Radium/radioisotope therapy,yes
79005,Nuclear rx oral admin,yes
79101,Nuclear rx iv admin,yes
79200,Nuclear rx intracav admin,yes
79300,Nuclr rx interstit colloid,yes
79403,Hematopoietic nuclear tx,yes
79440,Nuclear rx intra-articular,yes
79445,Nuclear rx intra-arterial,yes
79999,Nuclear medicine therapy,yes
90791,Psych diagnostic evaluation,yes
90792,Psych diag eval w/med srvcs,yes
90832,Psytx pt&/family 30 minutes,yes
90834,Psytx pt&/family 45 minutes,yes
90837,Psytx pt&/family 60 minutes,yes
90839,Psytx crisis initial 60 min,yes
90845,Psychoanalysis,yes
90846,Family psytx w/o patient,yes
90847,Family psytx w/patient,yes
90849,Multiple family group psytx,yes
90853,Group psychotherapy,yes
90865,Narcosynthesis,yes
90867,Tcranial magn stim tx plan,yes
90868,Tcranial magn stim tx deli,yes
90869,Tcran magn stim redetemine,yes
90870,Electroconvulsive therapy,yes
90875,Psychophysiological therapy,yes
90876,Psychophysiological therapy,yes
90880,Hypnotherapy,yes
90935,Hemodialysis one evaluation,yes
90937,Hemodialysis repeated eval,yes
90940,Hemodialysis access study,yes
90945,Dialysis one evaluation,yes
90947,Dialysis repeated eval,yes
90951,Esrd serv 4 visits p mo <2yr,yes
90952,Esrd serv 2-3 vsts p mo <2yr,yes
90953,Esrd serv 1 visit p mo <2yrs,yes
90954,Esrd serv 4 vsts p mo 2-11,yes
90955,Esrd srv 2-3 vsts p mo 2-11,yes
90956,Esrd srv 1 visit p mo 2-11,yes
90957,Esrd srv 4 vsts p mo 12-19,yes
90958,Esrd srv 2-3 vsts p mo 12-19,yes
90959,Esrd serv 1 vst p mo 12-19,yes
90960,Esrd srv 4 visits p mo 20+,yes
90961,Esrd srv 2-3 vsts p mo 20+,yes
90962,Esrd serv 1 visit p mo 20+,yes
90963,Esrd home pt serv p mo <2yrs,yes
90964,Esrd home pt serv p mo 2-11,yes
90965,Esrd home pt serv p mo 12-19,yes
90966,Esrd home pt serv p mo 20+,yes
90967,Esrd home pt serv p day <2,yes
90968,Esrd home pt srv p day 2-11,yes
90969,Esrd home pt srv p day 12-19,yes
90970,Esrd home pt serv p day 20+,yes
90989,Dialysis training complete,yes
90993,Dialysis training incompl,yes
90997,Hemoperfusion,yes
90999,Dialysis procedure,yes
92002,Eye exam new patient,yes
92004,Eye exam new patient,yes
92012,Eye exam establish patient,yes
92014,Eye exam&tx estab pt 1/>vst,yes
92015,Determine refractive state,yes
92018,New eye exam & treatment,yes
92019,Eye exam & treatment,yes
92020,Special eye evaluation,yes
92025,Corneal topography,yes
92060,Special eye evaluation,yes
92065,Orthoptic/pleoptic training,yes
92071,Contact lens fitting for tx,yes
92072,Fit contac lens for managmnt,yes
92081,Visual field examination(s),yes
92082,Visual field examination(s),yes
92083,Visual field examination(s),yes
92100,Serial tonometry exam(s),yes
92132,Cmptr ophth dx img ant segmt,yes
92133,Cmptr ophth img optic nerve,yes
92134,Cptr ophth dx img post segmt,yes
92136,Ophthalmic biometry,yes
92140,Glaucoma provocative tests,yes
92145,Corneal hysteresis deter,yes
92225,Special eye exam initial,yes
92226,Special eye exam subsequent,yes
92227,Remote dx retinal imaging,yes
92228,Remote retinal imaging mgmt,yes
92230,Eye exam with photos,yes
92235,Eye exam with photos,yes
92240,Icg angiography,yes
92250,Eye exam with photos,yes
92260,Ophthalmoscopy/dynamometry,yes
92265,Eye muscle evaluation,yes
92270,Electro-oculography,yes
92275,Electroretinography,yes
92283,Color vision examination,yes
92284,Dark adaptation eye exam,yes
92285,Eye photography,yes
92286,Internal eye photography,yes
92287,Internal eye photography,yes
92502,Ear and throat examination,yes
92504,Ear microscopy examination,yes
92507,Speech/hearing therapy,yes
92508,Speech/hearing therapy,yes
92521,Evaluation of speech fluency,yes
92522,Evaluate speech production,yes
92523,Speech sound lang comprehen,yes
92524,Behavral qualit analys voice,yes
92526,Oral function therapy,yes
92550,Tympanometry & reflex thresh,yes
92551,Pure tone hearing test air,yes
92552,Pure tone audiometry air,yes
92553,Audiometry air & bone,yes
92555,Speech threshold audiometry,yes
92556,Speech audiometry complete,yes
92557,Comprehensive hearing test,yes
92558,Evoked auditory test qual,yes
92559,Group audiometric testing,yes
92560,Bekesy audiometry screen,yes
92561,Bekesy audiometry diagnosis,yes
92562,Loudness balance test,yes
92563,Tone decay hearing test,yes
92564,Sisi hearing test,yes
92565,Stenger test pure tone,yes
92567,Tympanometry,yes
92568,Acoustic refl threshold tst,yes
92570,Acoustic immitance testing,yes
92571,Filtered speech hearing test,yes
92572,Staggered spondaic word test,yes
92575,Sensorineural acuity test,yes
92576,Synthetic sentence test,yes
92577,Stenger test speech,yes
92579,Visual audiometry (vra),yes
92582,Conditioning play audiometry,yes
92583,Select picture audiometry,yes
92584,Electrocochleography,yes
92585,Auditor evoke potent compre,yes
92586,Auditor evoke potent limit,yes
92587,Evoked auditory test limited,yes
92588,Evoked auditory tst complete,yes
92590,Hearing aid exam one ear,yes
92591,Hearing aid exam both ears,yes
92592,Hearing aid check one ear,yes
92593,Hearing aid check both ears,yes
92594,Electro hearng aid test one,yes
92595,Electro hearng aid tst both,yes
92601,Cochlear implt f/up exam <7,yes
92602,Reprogram cochlear implt 7/>,yes
92603,Cochlear implt f/up exam 7/>,yes
92604,Reprogram cochlear implt 7/>,yes
92605,Ex for nonspeech device rx,yes
92606,Non-speech device service,yes
92607,Ex for speech device rx 1hr,yes
92609,Use of speech device service,yes
92620,Auditory function 60 min,yes
92625,Tinnitus assessment,yes
92626,Eval aud rehab status,yes
92630,Aud rehab pre-ling hear loss,yes
92633,Aud rehab postling hear loss,yes
92640,Aud brainstem implt programg,yes
92700,Ent procedure/service,yes
92920,Prq cardiac angioplast 1 art,yes
92924,Prq card angio/athrect 1 art,yes
92928,Prq card stent w/angio 1 vsl,yes
92933,Prq card stent/ath/angio,yes
92937,Prq revasc byp graft 1 vsl,yes
92941,Prq card revasc mi 1 vsl,yes
92943,Prq card revasc chronic 1vsl,yes
92950,Heart/lung resuscitation cpr,yes
92953,Temporary external pacing,yes
92960,Cardioversion electric ext,yes
92961,Cardioversion electric int,yes
92970,Cardioassist internal,yes
92971,Cardioassist external,yes
92975,Dissolve clot heart vessel,yes
92977,Dissolve clot heart vessel,yes
92986,Revision of aortic valve,yes
92987,Revision of mitral valve,yes
92990,Revision of pulmonary valve,yes
92992,Revision of heart chamber,yes
92993,Revision of heart chamber,yes
92997,Pul art balloon repr percut,yes
93260,Prgrmg dev eval impltbl sys,yes
93261,Interrogate subq defib,yes
93279,Pm device progr eval sngl,yes
93280,Pm device progr eval dual,yes
93281,Pm device progr eval multi,yes
93282,Prgrmg eval implantable dfb,yes
93283,Prgrmg eval implantable dfb,yes
93284,Prgrmg eval implantable dfb,yes
93285,Ilr device eval progr,yes
93286,Peri-px pacemaker device evl,yes
93287,Peri-px device eval & prgr,yes
93288,Pm device eval in person,yes
93289,Interrog device eval heart,yes
93290,Icm device eval,yes
93291,Ilr device interrogate,yes
93292,Wcd device interrogate,yes
93303,Echo transthoracic,yes
93304,Echo transthoracic,yes
93306,Tte w/doppler complete,yes
93307,Tte w/o doppler complete,yes
93308,Tte f-up or lmtd,yes
93312,Echo transesophageal,yes
93313,Echo transesophageal,yes
93314,Echo transesophageal,yes
93315,Echo transesophageal,yes
93316,Echo transesophageal,yes
93317,Echo transesophageal,yes
93318,Echo transesophageal intraop,yes
93350,Stress tte only,yes
93351,Stress tte complete,yes
93451,Right heart cath,yes
93452,Left hrt cath w/ventrclgrphy,yes
93453,R&l hrt cath w/ventriclgrphy,yes
93454,Coronary artery angio s&i,yes
93455,Coronary art/grft angio s&i,yes
93456,R hrt coronary artery angio,yes
93457,R hrt art/grft angio,yes
93458,L hrt artery/ventricle angio,yes
93459,L hrt art/grft angio,yes
93460,R&l hrt art/ventricle angio,yes
93461,R&l hrt art/ventricle angio,yes
93503,Insert/place heart catheter,yes
93530,Rt heart cath congenital,yes
93531,R & l heart cath congenital,yes
93532,R & l heart cath congenital,yes
93533,R & l heart cath congenital,yes
93580,Transcath closure of asd,yes
93581,Transcath closure of vsd,yes
93582,Perq transcath closure pda,yes
93583,Perq transcath septal reduxn,yes
93650,Ablate heart dysrhythm focus,yes
93653,Ep & ablate supravent arrhyt,yes
93654,Ep & ablate ventric tachy,yes
93656,Tx atrial fib pulm vein isol,yes
93797,Cardiac rehab,yes
93798,Cardiac rehab/monitor,yes
94002,Vent mgmt inpat init day,yes
94003,Vent mgmt inpat subq day,yes
94004,Vent mgmt nf per day,yes
94005,Home vent mgmt supervision,yes
94610,Surfactant admin thru tube,yes
94620,Pulmonary stress test/simple,yes
94640,Airway inhalation treatment,yes
94642,Aerosol inhalation treatment,yes
94644,Cbt 1st hour,yes
94660,Pos airway pressure cpap,yes
94662,Neg press ventilation cnp,yes
94664,Evaluate pt use of inhaler,yes
94667,Chest wall manipulation,yes
94668,Chest wall manipulation,yes
94669,Mechanical chest wall oscill,yes
95115,Immunotherapy one injection,yes
95117,Immunotherapy injections,yes
95120,Immunotherapy one injection,yes
95125,Immunotherapy 2/> injections,yes
95130,Immntx 1 sting insect,yes
95131,Immntx 2 sting insects,yes
95132,Immntx 3 sting insects,yes
95133,Immntx 4 sting insects,yes
95134,Immntx 5 sting insects,yes
95144,Antigen therapy services,yes
95145,Antigen therapy services,yes
95146,Antigen therapy services,yes
95147,Antigen therapy services,yes
95148,Antigen therapy services,yes
95149,Antigen therapy services,yes
95165,Antigen therapy services,yes
95170,Antigen therapy services,yes
95180,Rapid desensitization,yes
95199,Allergy immunology services,yes
95991,Spin/brain pump refil & main,yes
95992,Canalith repositioning proc,yes
96004,Phys review of motion tests,yes
96020,Functional brain mapping,yes
96040,Genetic counseling 30 min,yes
96101,Psycho testing by psych/phys,yes
96102,Psycho testing by technician,yes
96103,Psycho testing admin by comp,yes
96105,Assessment of aphasia,yes
96110,Developmental screen w/score,yes
96111,Developmental test extend,yes
96116,Neurobehavioral status exam,yes
96118,Neuropsych tst by psych/phys,yes
96119,Neuropsych testing by tec,yes
96120,Neuropsych tst admin w/comp,yes
96125,Cognitive test by hc pro,yes
96127,Brief emotional/behav assmt,yes
96150,Assess hlth/behave init,yes
96151,Assess hlth/behave subseq,yes
96152,Intervene hlth/behave indiv,yes
96153,Intervene hlth/behave group,yes
96154,Interv hlth/behav fam w/pt,yes
96155,Interv hlth/behav fam no pt,yes
96360,Hydration iv infusion init,yes
96365,Ther/proph/diag iv inf init,yes
96369,Sc ther infusion up to 1 hr,yes
96372,Ther/proph/diag inj sc/im,yes
96373,Ther/proph/diag inj ia,yes
96374,Ther/proph/diag inj iv push,yes
96379,Ther/prop/diag inj/inf proc,yes
96401,Chemo anti-neopl sq/im,yes
96402,Chemo hormon antineopl sq/im,yes
96405,Chemo intralesional up to 7,yes
96406,Chemo intralesional over 7,yes
96409,Chemo iv push sngl drug,yes
96413,Chemo iv infusion 1 hr,yes
96416,Chemo prolong infuse w/pump,yes
96420,Chemo ia push tecnique,yes
96422,Chemo ia infusion up to 1 hr,yes
96425,Chemotherapy infusion method,yes
96440,Chemotherapy intracavitary,yes
96446,Chemotx admn prtl cavity,yes
96450,Chemotherapy into cns,yes
96521,Refill/maint portable pump,yes
96522,Refill/maint pump/resvr syst,yes
96523,Irrig drug delivery device,yes
96542,Chemotherapy injection,yes
96549,Chemotherapy unspecified,yes
96567,Photodynamic tx skin,yes
96900,Ultraviolet light therapy,yes
96910,Photochemotherapy with uv-b,yes
96912,Photochemotherapy with uv-a,yes
96913,Photochemotherapy uv-a or b,yes
96920,Laser tx skin < 250 sq cm,yes
96921,Laser tx skin 250-500 sq cm,yes
96922,Laser tx skin >500 sq cm,yes
96999,Dermatological procedure,yes
97001,Pt evaluation,yes
97002,Pt re-evaluation,yes
97003,Ot evaluation,yes
97004,Ot re-evaluation,yes
97005,Athletic train eval,yes
97006,Athletic train reeval,yes
97010,Hot or cold packs therapy,yes
97012,Mechanical traction therapy,yes
97014,Electric stimulation therapy,yes
97016,Vasopneumatic device therapy,yes
97018,Paraffin bath therapy,yes
97022,Whirlpool therapy,yes
97024,Diathermy eg microwave,yes
97026,Infrared therapy,yes
97028,Ultraviolet therapy,yes
97032,Electrical stimulation,yes
97033,Electric current therapy,yes
97034,Contrast bath therapy,yes
97035,Ultrasound therapy,yes
97036,Hydrotherapy,yes
97039,Physical therapy treatment,yes
97110,Therapeutic exercises,yes
97112,Neuromuscular reeducation,yes
97113,Aquatic therapy/exercises,yes
97116,Gait training therapy,yes
97124,Massage therapy,yes
97139,Physical medicine procedure,yes
97140,Manual therapy 1/> regions,yes
97150,Group therapeutic procedures,yes
97530,Therapeutic activities,yes
97532,Cognitive skills development,yes
97533,Sensory integration,yes
97535,Self care mngment training,yes
97537,Community/work reintegration,yes
97542,Wheelchair mngment training,yes
97545,Work hardening,yes
97597,Rmvl devital tis 20 cm/<,yes
97602,Wound(s) care non-selective,yes
97605,Neg press wound tx </=50 cm,yes
97606,Neg press wound tx >50 cm,yes
97607,Neg press wnd tx </=50 sq cm,yes
97608,Neg press wound tx >50 cm,yes
97610,Low frequency non-thermal us,yes
97750,Physical performance test,yes
97755,Assistive technology assess,yes
97760,Orthotic mgmt and training,yes
97761,Prosthetic training,yes
97762,C/o for orthotic/prosth use,yes
97799,Physical medicine procedure,yes
